a,pattern,containing_hosts,component_total,component_pairs_tested,separation_failures,max_beta0,first_max_witness
7,5763124,1580,1584,4,0,2,576983124
7,5763142,1580,1584,4,0,2,576983142
7,5763214,1579,1584,5,0,2,576983214
7,5763241,1580,1584,4,0,2,576983241
7,5763412,1579,1584,6,0,3,798563412
7,5763421,1579,1584,5,0,2,576983421
7,5764123,1579,1584,5,0,2,576984123
7,5764132,1580,1584,4,0,2,576984132
7,5764213,1580,1584,4,0,2,576984213
7,5764231,1579,1584,5,0,2,576984231
7,5764312,1579,1584,5,0,2,576984312
7,5764321,1579,1584,5,0,2,576984321
7,6123457,1579,1584,5,0,2,618234579
7,6123475,1581,1584,3,0,2,812563497
7,6123547,1580,1584,4,0,2,812354769
7,6123574,1582,1584,2,0,2,814523796
7,6123745,1581,1584,3,0,2,812396745
7,6123754,1581,1584,3,0,2,812395476
7,6124357,1580,1584,4,0,2,812436579
7,6124375,1581,1584,3,0,2,812436597
7,6124537,1581,1584,3,0,2,812463759
7,6124573,1582,1584,2,0,2,812674593
7,6124735,1583,1584,1,0,2,834126957
7,6124753,1583,1584,1,0,2,834126975
7,6125347,1581,1584,3,0,2,812537469
7,6125374,1583,1584,1,0,2,834127596
7,6125437,1580,1584,4,0,2,812547639
7,6125473,1582,1584,2,0,2,812547693
7,6125734,1582,1584,2,0,2,812795634
7,6125743,1582,1584,2,0,2,812794365
7,6127345,1581,1584,3,0,2,812936745
7,6127354,1581,1584,3,0,2,812935476
7,6127435,1581,1584,3,0,2,812943657
7,6127453,1581,1584,3,0,2,812946375
7,6127534,1581,1584,3,0,2,812953746
7,6127543,1581,1584,3,0,2,812954763
7,6132457,1580,1584,4,0,2,813254679
7,6132475,1581,1584,3,0,2,813254697
7,6132547,1580,1584,5,0,3,813254769
7,6132574,1582,1584,2,0,2,813254796
7,6132745,1581,1584,3,0,2,813254967
7,6132754,1581,1584,3,0,2,813254976
7,6134257,1582,1584,2,0,2,813526479
7,6134275,1582,1584,2,0,2,813526497
7,6134527,1581,1584,3,0,2,813562749
7,6134572,1582,1584,2,0,2,813674592
7,6134725,1583,1584,1,0,2,815634927
7,6134752,1583,1584,1,0,2,815634972
7,6135247,1582,1584,2,0,2,813527469
7,6135274,1584,1584,0,0,1,128357496
7,6135427,1582,1584,2,0,2,813547629
7,6135472,1582,1584,2,0,2,813547692
7,6135724,1584,1584,0,0,1,128357946
7,6135742,1584,1584,0,0,1,128357964
7,6137245,1583,1584,1,0,2,813926745
7,6137254,1583,1584,1,0,2,813925476
7,6137425,1584,1584,0,0,1,128359647
7,6137452,1583,1584,1,0,2,813967452
7,6137524,1584,1584,0,0,1,128359746
7,6137542,1583,1584,1,0,2,813954762
7,6142357,1582,1584,2,0,2,814263579
7,6142375,1582,1584,2,0,2,814263597
7,6142537,1582,1584,2,0,2,814263759
7,6142573,1584,1584,0,0,1,128364795
7,6142735,1584,1584,0,0,1,128364957
7,6142753,1584,1584,0,0,1,128364975
7,6143257,1580,1584,4,0,2,814365279
7,6143275,1581,1584,3,0,2,814365297
7,6143527,1582,1584,2,0,2,814365729
7,6143572,1582,1584,2,0,2,814365792
7,6143725,1583,1584,1,0,2,814365927
7,6143752,1583,1584,1,0,2,814365972
7,6145237,1581,1584,4,0,3,816745239
7,6145273,1583,1584,1,0,2,816745293
7,6145327,1581,1584,3,0,2,814637529
7,6145372,1582,1584,2,0,2,814637592
7,6145723,1582,1584,2,0,2,816745923
7,6145732,1582,1584,2,0,2,816745932
7,6147235,1583,1584,1,0,2,816945237
7,6147253,1584,1584,0,0,1,128369475
7,6147325,1583,1584,1,0,2,816932547
7,6147352,1584,1584,0,0,1,128369574
7,6147523,1583,1584,1,0,2,816974523
7,6147532,1583,1584,1,0,2,816973254
7,6152347,1581,1584,3,0,2,815273469
7,6152374,1583,1584,1,0,2,817452396
7,6152437,1582,1584,2,0,2,817243659
7,6152473,1584,1584,0,0,1,128374695
7,6152734,1583,1584,1,0,2,817295634
7,6152743,1583,1584,1,0,2,817294365
7,6153247,1582,1584,2,0,2,817325469
7,6153274,1583,1584,1,0,2,817325496
7,6153427,1581,1584,3,0,2,815374629
7,6153472,1582,1584,2,0,2,815374692
7,6153724,1584,1584,0,0,1,128375946
7,6153742,1584,1584,0,0,1,128375964
7,6154237,1581,1584,3,0,2,815476239
7,6154273,1583,1584,1,0,2,815476293
7,6154327,1580,1584,4,0,2,815476329
7,6154372,1582,1584,2,0,2,815476392
7,6154723,1582,1584,2,0,2,815476923
7,6154732,1582,1584,2,0,2,815476932
7,6157234,1582,1584,2,0,2,817925634
7,6157243,1582,1584,2,0,2,817924365
7,6157324,1582,1584,2,0,2,817932546
7,6157342,1582,1584,2,0,2,817935264
7,6157423,1582,1584,2,0,2,817942635
7,6157432,1582,1584,2,0,2,817943652
7,6172345,1580,1584,4,0,2,618293457
7,6172354,1581,1584,3,0,2,819235476
7,6172435,1581,1584,3,0,2,819243657
7,6172453,1582,1584,2,0,2,819246375
7,6172534,1582,1584,2,0,2,819253746
7,6172543,1581,1584,3,0,2,819254763
7,6173245,1581,1584,3,0,2,819325467
7,6173254,1581,1584,4,0,3,819325476
7,6173425,1582,1584,2,0,2,819352647
7,6173452,1581,1584,3,0,2,819356274
7,6173524,1582,1584,2,0,2,819352746
7,6173542,1582,1584,2,0,2,819354762
7,6174235,1582,1584,2,0,2,819426357
7,6174253,1582,1584,2,0,2,819426375
7,6174325,1581,1584,3,0,2,819436527
7,6174352,1582,1584,2,0,2,819436572
7,6174523,1581,1584,4,0,3,819674523
7,6174532,1581,1584,3,0,2,819463752
7,6175234,1581,1584,3,0,2,819527346
7,6175243,1582,1584,2,0,2,819724365
7,6175324,1582,1584,2,0,2,819732546
7,6175342,1581,1584,3,0,2,819537462
7,6175423,1581,1584,3,0,2,819547623
7,6175432,1581,1584,3,0,2,819547632
7,6213457,1580,1584,4,0,2,821367459
7,6213475,1581,1584,3,0,2,821435697
7,6213547,1580,1584,4,0,2,821354769
7,6213574,1582,1584,2,0,2,821435796
7,6213745,1581,1584,3,0,2,821396745
7,6213754,1581,1584,3,0,2,821395476
7,6214357,1580,1584,5,0,3,821436579
7,6214375,1581,1584,4,0,3,821436597
7,6214537,1581,1584,3,0,2,821436759
7,6214573,1582,1584,2,0,2,821436795
7,6214735,1583,1584,1,0,2,821436957
7,6214753,1583,1584,1,0,2,821436975
7,6215347,1581,1584,3,0,2,821437569
7,6215374,1583,1584,1,0,2,821437596
7,6215437,1580,1584,4,0,2,821437659
7,6215473,1582,1584,2,0,2,821437695
7,6215734,1582,1584,2,0,2,821437956
7,6215743,1582,1584,2,0,2,821437965
7,6217345,1581,1584,3,0,2,821439567
7,6217354,1581,1584,3,0,2,821439576
7,6217435,1581,1584,3,0,2,821439657
7,6217453,1581,1584,3,0,2,821439675
7,6217534,1581,1584,3,0,2,821439756
7,6217543,1581,1584,3,0,2,821439765
7,6231457,1581,1584,3,0,2,823167459
7,6231475,1582,1584,2,0,2,824153697
7,6231547,1581,1584,3,0,2,823154769
7,6231574,1582,1584,2,0,2,824153796
7,6231745,1581,1584,3,0,2,823196745
7,6231754,1581,1584,3,0,2,823195476
7,6234157,1581,1584,3,0,2,824516379
7,6234175,1581,1584,3,0,2,824516397
7,6234517,1579,1584,5,0,2,628345719
7,6234571,1580,1584,4,0,2,628345791
7,6234715,1582,1584,2,0,2,825634917
7,6234751,1582,1584,2,0,2,825634971
7,6235147,1583,1584,1,0,2,845237169
7,6235174,1583,1584,1,0,2,845237196
7,6235417,1581,1584,3,0,2,823547619
7,6235471,1581,1584,3,0,2,823547691
7,6235714,1583,1584,1,0,2,845237916
7,6235741,1583,1584,1,0,2,845237961
7,6237145,1582,1584,2,0,2,823916745
7,6237154,1582,1584,2,0,2,823915476
7,6237415,1583,1584,1,0,2,845239617
7,6237451,1582,1584,2,0,2,823967451
7,6237514,1583,1584,1,0,2,845239716
7,6237541,1582,1584,2,0,2,823954761
7,6241357,1582,1584,2,0,2,824163579
7,6241375,1582,1584,2,0,2,824163597
7,6241537,1583,1584,1,0,2,824163759
7,6241573,1584,1584,0,0,1,128463795
7,6241735,1584,1584,0,0,1,128463957
7,6241753,1584,1584,0,0,1,128463975
7,6243157,1582,1584,2,0,2,824365179
7,6243175,1582,1584,2,0,2,824365197
7,6243517,1581,1584,3,0,2,824365719
7,6243571,1581,1584,3,0,2,824365791
7,6243715,1582,1584,2,0,2,824365917
7,6243751,1582,1584,2,0,2,824365971
7,6245137,1582,1584,2,0,2,824617359
7,6245173,1583,1584,1,0,2,826745193
7,6245317,1582,1584,2,0,2,824637519
7,6245371,1582,1584,2,0,2,824637591
7,6245713,1583,1584,1,0,2,826745913
7,6245731,1583,1584,1,0,2,826745931
7,6247135,1584,1584,0,0,1,128469357
7,6247153,1584,1584,0,0,1,128469375
7,6247315,1584,1584,0,0,1,128469537
7,6247351,1584,1584,0,0,1,128469573
7,6247513,1584,1584,0,0,1,128469735
7,6247531,1584,1584,0,0,1,128469753
7,6251347,1583,1584,1,0,2,827156349
7,6251374,1584,1584,0,0,1,128473596
7,6251437,1582,1584,2,0,2,827143659
7,6251473,1584,1584,0,0,1,128473695
7,6251734,1583,1584,1,0,2,827195634
7,6251743,1583,1584,1,0,2,827194365
7,6253147,1584,1584,0,0,1,128475369
7,6253174,1584,1584,0,0,1,128475396
7,6253417,1582,1584,2,0,2,825374619
7,6253471,1582,1584,2,0,2,825374691
7,6253714,1584,1584,0,0,1,128475936
7,6253741,1584,1584,0,0,1,128475963
7,6254137,1583,1584,1,0,2,825476139
7,6254173,1583,1584,1,0,2,825476193
7,6254317,1581,1584,3,0,2,825476319
7,6254371,1581,1584,3,0,2,825476391
7,6254713,1583,1584,1,0,2,825476913
7,6254731,1583,1584,1,0,2,825476931
7,6257134,1583,1584,1,0,2,827915634
7,6257143,1583,1584,1,0,2,827914365
7,6257314,1584,1584,0,0,1,128479536
7,6257341,1583,1584,1,0,2,827956341
7,6257413,1584,1584,0,0,1,128479635
7,6257431,1583,1584,1,0,2,827943651
7,6271345,1582,1584,2,0,2,829136745
7,6271354,1582,1584,2,0,2,829135476
7,6271435,1582,1584,2,0,2,829143657
7,6271453,1582,1584,2,0,2,829146375
7,6271534,1582,1584,2,0,2,829153746
7,6271543,1582,1584,2,0,2,829154763
7,6273145,1583,1584,1,0,2,829316745
7,6273154,1583,1584,1,0,2,829315476
7,6273415,1583,1584,1,0,2,829563417
7,6273451,1581,1584,3,0,2,628394571
7,6273514,1584,1584,0,0,1,128495736
7,6273541,1582,1584,2,0,2,829354761
7,6274135,1584,1584,0,0,1,128496357
7,6274153,1584,1584,0,0,1,128496375
7,6274315,1583,1584,1,0,2,829436517
7,6274351,1582,1584,2,0,2,829436571
7,6274513,1583,1584,1,0,2,829674513
7,6274531,1582,1584,2,0,2,829463751
7,6275134,1583,1584,1,0,2,829715634
7,6275143,1583,1584,1,0,2,829714365
7,6275314,1584,1584,0,0,1,128497536
7,6275341,1582,1584,2,0,2,829537461
7,6275413,1583,1584,1,0,2,829547613
7,6275431,1582,1584,2,0,2,829547631
7,6312457,1581,1584,3,0,2,831267459
7,6312475,1582,1584,2,0,2,831524697
7,6312547,1581,1584,3,0,2,831254769
7,6312574,1582,1584,2,0,2,831524796
7,6312745,1581,1584,3,0,2,831296745
7,6312754,1581,1584,3,0,2,831295476
7,6314257,1582,1584,2,0,2,831526479
7,6314275,1582,1584,2,0,2,831526497
7,6314527,1583,1584,1,0,2,831674529
7,6314572,1583,1584,1,0,2,831674592
7,6314725,1584,1584,0,0,1,128536947
7,6314752,1584,1584,0,0,1,128536974
7,6315247,1583,1584,1,0,2,831527469
7,6315274,1584,1584,0,0,1,128537496
7,6315427,1582,1584,2,0,2,831547629
7,6315472,1583,1584,1,0,2,831547692
7,6315724,1584,1584,0,0,1,128537946
7,6315742,1584,1584,0,0,1,128537964
7,6317245,1583,1584,1,0,2,831926745
7,6317254,1583,1584,1,0,2,831925476
7,6317425,1584,1584,0,0,1,128539647
7,6317452,1583,1584,1,0,2,831967452
7,6317524,1584,1584,0,0,1,128539746
7,6317542,1583,1584,1,0,2,831954762
7,6321457,1580,1584,4,0,2,832167459
7,6321475,1581,1584,3,0,2,832541697
7,6321547,1580,1584,4,0,2,832154769
7,6321574,1582,1584,2,0,2,832541796
7,6321745,1581,1584,3,0,2,832196745
7,6321754,1581,1584,3,0,2,832195476
7,6324157,1582,1584,2,0,2,832546179
7,6324175,1582,1584,2,0,2,832546197
7,6324517,1581,1584,3,0,2,832546719
7,6324571,1581,1584,3,0,2,832546791
7,6324715,1582,1584,2,0,2,832546917
7,6324751,1582,1584,2,0,2,832546971
7,6325147,1582,1584,2,0,2,832547169
7,6325174,1583,1584,1,0,2,832547196
7,6325417,1581,1584,4,0,3,832547619
7,6325471,1581,1584,4,0,3,832547691
7,6325714,1583,1584,1,0,2,832547916
7,6325741,1583,1584,1,0,2,832547961
7,6327145,1582,1584,2,0,2,832549167
7,6327154,1582,1584,2,0,2,832549176
7,6327415,1583,1584,1,0,2,832549617
7,6327451,1582,1584,2,0,2,832549671
7,6327514,1583,1584,1,0,2,832549716
7,6327541,1582,1584,2,0,2,832549761
7,6341257,1581,1584,4,0,3,856341279
7,6341275,1581,1584,4,0,3,856341297
7,6341527,1582,1584,2,0,2,835162749
7,6341572,1583,1584,1,0,2,856341792
7,6341725,1583,1584,1,0,2,856341927
7,6341752,1583,1584,1,0,2,856341972
7,6342157,1581,1584,3,0,2,835264179
7,6342175,1581,1584,3,0,2,835264197
7,6342517,1582,1584,2,0,2,835264719
7,6342571,1582,1584,2,0,2,835264791
7,6342715,1582,1584,2,0,2,835264917
7,6342751,1582,1584,2,0,2,835264971
7,6345127,1579,1584,5,0,2,638457129
7,6345172,1581,1584,3,0,2,638457192
7,6345217,1579,1584,5,0,2,638457219
7,6345271,1580,1584,4,0,2,638457291
7,6345712,1580,1584,4,0,2,638457912
7,6345721,1580,1584,4,0,2,638457921
7,6347125,1582,1584,2,0,2,856349127
7,6347152,1583,1584,1,0,2,856349172
7,6347215,1582,1584,2,0,2,856349217
7,6347251,1583,1584,1,0,2,856349271
7,6347512,1582,1584,2,0,2,856349712
7,6347521,1582,1584,2,0,2,856349721
7,6351247,1582,1584,2,0,2,835172469
7,6351274,1583,1584,1,0,2,857341296
7,6351427,1583,1584,1,0,2,857361429
7,6351472,1584,1584,0,0,1,128573694
7,6351724,1584,1584,0,0,1,128573946
7,6351742,1584,1584,0,0,1,128573964
7,6352147,1583,1584,1,0,2,857214369
7,6352174,1583,1584,1,0,2,857214396
7,6352417,1582,1584,2,0,2,835274619
7,6352471,1582,1584,2,0,2,835274691
7,6352714,1584,1584,0,0,1,128574936
7,6352741,1584,1584,0,0,1,128574963
7,6354127,1581,1584,3,0,2,835476129
7,6354172,1582,1584,2,0,2,835476192
7,6354217,1581,1584,3,0,2,835476219
7,6354271,1582,1584,2,0,2,835476291
7,6354712,1581,1584,3,0,2,835476912
7,6354721,1581,1584,3,0,2,835476921
7,6357124,1583,1584,1,0,2,857934126
7,6357142,1584,1584,0,0,1,128579364
7,6357214,1583,1584,1,0,2,857921436
7,6357241,1584,1584,0,0,1,128579463
7,6357412,1583,1584,1,0,2,857963412
7,6357421,1583,1584,1,0,2,857962143
7,6371245,1582,1584,2,0,2,839126745
7,6371254,1582,1584,2,0,2,839125476
7,6371425,1584,1584,0,0,1,128593647
7,6371452,1583,1584,1,0,2,839167452
7,6371524,1584,1584,0,0,1,128593746
7,6371542,1583,1584,1,0,2,839154762
7,6372145,1582,1584,2,0,2,839216745
7,6372154,1582,1584,2,0,2,839215476
7,6372415,1584,1584,0,0,1,128594637
7,6372451,1583,1584,1,0,2,839267451
7,6372514,1584,1584,0,0,1,128594736
7,6372541,1583,1584,1,0,2,839254761
7,6374125,1583,1584,1,0,2,859634127
7,6374152,1584,1584,0,0,1,128596374
7,6374215,1583,1584,1,0,2,859621437
7,6374251,1584,1584,0,0,1,128596473
7,6374512,1581,1584,3,0,2,638495712
7,6374521,1581,1584,3,0,2,638495721
7,6375124,1583,1584,1,0,2,859734126
7,6375142,1584,1584,0,0,1,128597364
7,6375214,1583,1584,1,0,2,859721436
7,6375241,1584,1584,0,0,1,128597463
7,6375412,1582,1584,2,0,2,839547612
7,6375421,1582,1584,2,0,2,839547621
7,6412357,1581,1584,3,0,2,841623579
7,6412375,1581,1584,3,0,2,841623597
7,6412537,1583,1584,1,0,2,863412759
7,6412573,1583,1584,1,0,2,863412795
7,6412735,1583,1584,1,0,2,863412957
7,6412753,1583,1584,1,0,2,863412975
7,6413257,1582,1584,2,0,2,861325479
7,6413275,1582,1584,2,0,2,861325497
7,6413527,1584,1584,0,0,1,128635749
7,6413572,1584,1584,0,0,1,128635794
7,6413725,1584,1584,0,0,1,128635947
7,6413752,1584,1584,0,0,1,128635974
7,6415237,1582,1584,2,0,2,841627359
7,6415273,1584,1584,0,0,1,128637495
7,6415327,1583,1584,1,0,2,861732549
7,6415372,1584,1584,0,0,1,128637594
7,6415723,1583,1584,1,0,2,861794523
7,6415732,1583,1584,1,0,2,861793254
7,6417235,1583,1584,1,0,2,861945237
7,6417253,1584,1584,0,0,1,128639475
7,6417325,1583,1584,1,0,2,861932547
7,6417352,1584,1584,0,0,1,128639574
7,6417523,1583,1584,1,0,2,861974523
7,6417532,1583,1584,1,0,2,861973254
7,6421357,1582,1584,2,0,2,862143579
7,6421375,1582,1584,2,0,2,862143597
7,6421537,1582,1584,2,0,2,862143759
7,6421573,1583,1584,1,0,2,862143795
7,6421735,1583,1584,1,0,2,862143957
7,6421753,1582,1584,2,0,2,862143975
7,6423157,1581,1584,3,0,2,842635179
7,6423175,1581,1584,3,0,2,842635197
7,6423517,1582,1584,2,0,2,842635719
7,6423571,1582,1584,2,0,2,842635791
7,6423715,1582,1584,2,0,2,842635917
7,6423751,1582,1584,2,0,2,842635971
7,6425137,1583,1584,1,0,2,864725139
7,6425173,1584,1584,0,0,1,128647395
7,6425317,1582,1584,2,0,2,842637519
7,6425371,1582,1584,2,0,2,842637591
7,6425713,1584,1584,0,0,1,128647935
7,6425731,1584,1584,0,0,1,128647953
7,6427135,1584,1584,0,0,1,128649357
7,6427153,1583,1584,1,0,2,864927153
7,6427315,1584,1584,0,0,1,128649537
7,6427351,1584,1584,0,0,1,128649573
7,6427513,1584,1584,0,0,1,128649735
7,6427531,1583,1584,1,0,2,864927531
7,6431257,1581,1584,3,0,2,843651279
7,6431275,1581,1584,3,0,2,843651297
7,6431527,1583,1584,1,0,2,843651729
7,6431572,1583,1584,1,0,2,843651792
7,6431725,1583,1584,1,0,2,843651927
7,6431752,1583,1584,1,0,2,843651972
7,6432157,1580,1584,4,0,2,843652179
7,6432175,1580,1584,4,0,2,843652197
7,6432517,1581,1584,3,0,2,843652719
7,6432571,1581,1584,3,0,2,843652791
7,6432715,1581,1584,3,0,2,843652917
7,6432751,1581,1584,3,0,2,843652971
7,6435127,1581,1584,3,0,2,843657129
7,6435172,1582,1584,2,0,2,843657192
7,6435217,1581,1584,3,0,2,843657219
7,6435271,1582,1584,2,0,2,843657291
7,6435712,1581,1584,3,0,2,843657912
7,6435721,1581,1584,3,0,2,843657921
7,6437125,1582,1584,2,0,2,843659127
7,6437152,1583,1584,1,0,2,843659172
7,6437215,1582,1584,2,0,2,843659217
7,6437251,1582,1584,2,0,2,843659271
7,6437512,1581,1584,3,0,2,843659712
7,6437521,1581,1584,3,0,2,843659721
7,6451237,1579,1584,5,0,2,648571239
7,6451273,1581,1584,3,0,2,648571293
7,6451327,1580,1584,4,0,2,648571329
7,6451372,1582,1584,2,0,2,648571392
7,6451723,1581,1584,3,0,2,648571923
7,6451732,1581,1584,3,0,2,648571932
7,6452137,1580,1584,4,0,2,648572139
7,6452173,1581,1584,3,0,2,648572193
7,6452317,1579,1584,6,0,3,867452319
7,6452371,1580,1584,5,0,3,867452391
7,6452713,1582,1584,2,0,2,648572913
7,6452731,1582,1584,2,0,2,648572931
7,6453127,1579,1584,5,0,2,648573129
7,6453172,1581,1584,3,0,2,648573192
7,6453217,1579,1584,5,0,2,648573219
7,6453271,1580,1584,4,0,2,648573291
7,6453712,1580,1584,4,0,2,648573912
7,6453721,1580,1584,4,0,2,648573921
7,6457123,1580,1584,4,0,2,648579123
7,6457132,1580,1584,4,0,2,648579132
7,6457213,1580,1584,4,0,2,648579213
7,6457231,1580,1584,4,0,2,648579231
7,6457312,1580,1584,4,0,2,648579312
7,6457321,1580,1584,4,0,2,648579321
7,6471235,1582,1584,2,0,2,869145237
7,6471253,1583,1584,1,0,2,869341275
7,6471325,1582,1584,2,0,2,869132547
7,6471352,1584,1584,0,0,1,128693574
7,6471523,1583,1584,1,0,2,869174523
7,6471532,1583,1584,1,0,2,869173254
7,6472135,1582,1584,2,0,2,869214357
7,6472153,1583,1584,1,0,2,869214375
7,6472315,1582,1584,2,0,2,869241537
7,6472351,1583,1584,1,0,2,869452371
7,6472513,1583,1584,1,0,2,869472513
7,6472531,1583,1584,1,0,2,869472531
7,6473125,1582,1584,2,0,2,869315247
7,6473152,1584,1584,0,0,1,128695374
7,6473215,1582,1584,2,0,2,869325417
7,6473251,1583,1584,1,0,2,869325471
7,6473512,1582,1584,2,0,2,869473512
7,6473521,1582,1584,2,0,2,869473521
7,6475123,1580,1584,4,0,2,648597123
7,6475132,1580,1584,4,0,2,648597132
7,6475213,1580,1584,4,0,2,648597213
7,6475231,1580,1584,4,0,2,648597231
7,6475312,1580,1584,4,0,2,648597312
7,6475321,1580,1584,4,0,2,648597321
7,6512347,1579,1584,5,0,2,658712349
7,6512374,1581,1584,3,0,2,658712394
7,6512437,1580,1584,4,0,2,658712439
7,6512473,1582,1584,2,0,2,658712493
7,6512734,1581,1584,3,0,2,658712934
7,6512743,1581,1584,3,0,2,658712943
7,6513247,1580,1584,4,0,2,658713249
7,6513274,1581,1584,3,0,2,658713294
7,6513427,1581,1584,3,0,2,658713429
7,6513472,1582,1584,2,0,2,658713492
7,6513724,1583,1584,1,0,2,658713924
7,6513742,1583,1584,1,0,2,658713942
7,6514237,1581,1584,3,0,2,658714239
7,6514273,1583,1584,1,0,2,658714293
7,6514327,1580,1584,4,0,2,658714329
7,6514372,1582,1584,2,0,2,658714392
7,6514723,1582,1584,2,0,2,658714923
7,6514732,1582,1584,2,0,2,658714932
7,6517234,1581,1584,3,0,2,658719234
7,6517243,1581,1584,3,0,2,658719243
7,6517324,1581,1584,3,0,2,658719324
7,6517342,1581,1584,3,0,2,658719342
7,6517423,1581,1584,3,0,2,658719423
7,6517432,1581,1584,3,0,2,658719432
7,6521347,1580,1584,4,0,2,658721349
7,6521374,1581,1584,3,0,2,658721394
7,6521437,1580,1584,5,0,3,872143659
7,6521473,1582,1584,2,0,2,658721493
7,6521734,1581,1584,3,0,2,658721934
7,6521743,1581,1584,3,0,2,658721943
7,6523147,1581,1584,3,0,2,658723149
7,6523174,1581,1584,3,0,2,658723194
7,6523417,1579,1584,5,0,2,658723419
7,6523471,1580,1584,4,0,2,658723491
7,6523714,1582,1584,2,0,2,658723914
7,6523741,1582,1584,2,0,2,658723941
7,6524137,1581,1584,3,0,2,658724139
7,6524173,1583,1584,1,0,2,658724193
7,6524317,1581,1584,3,0,2,658724319
7,6524371,1581,1584,3,0,2,658724391
7,6524713,1583,1584,1,0,2,658724913
7,6524731,1583,1584,1,0,2,658724931
7,6527134,1582,1584,2,0,2,658729134
7,6527143,1582,1584,2,0,2,658729143
7,6527314,1583,1584,1,0,2,658729314
7,6527341,1582,1584,2,0,2,658729341
7,6527413,1583,1584,1,0,2,658729413
7,6527431,1582,1584,2,0,2,658729431
7,6531247,1581,1584,3,0,2,658731249
7,6531274,1581,1584,3,0,2,658731294
7,6531427,1581,1584,3,0,2,658731429
7,6531472,1583,1584,1,0,2,658731492
7,6531724,1583,1584,1,0,2,658731924
7,6531742,1583,1584,1,0,2,658731942
7,6532147,1580,1584,4,0,2,658732149
7,6532174,1581,1584,3,0,2,658732194
7,6532417,1581,1584,3,0,2,658732419
7,6532471,1581,1584,3,0,2,658732491
7,6532714,1582,1584,2,0,2,658732914
7,6532741,1582,1584,2,0,2,658732941
7,6534127,1579,1584,6,0,3,875634129
7,6534172,1581,1584,3,0,2,658734192
7,6534217,1579,1584,5,0,2,658734219
7,6534271,1580,1584,4,0,2,658734291
7,6534712,1580,1584,4,0,2,658734912
7,6534721,1580,1584,4,0,2,658734921
7,6537124,1582,1584,2,0,2,658739124
7,6537142,1583,1584,1,0,2,658739142
7,6537214,1582,1584,2,0,2,658739214
7,6537241,1583,1584,1,0,2,658739241
7,6537412,1582,1584,2,0,2,658739412
7,6537421,1582,1584,2,0,2,658739421
7,6541237,1579,1584,5,0,2,658741239
7,6541273,1581,1584,3,0,2,658741293
7,6541327,1580,1584,4,0,2,658741329
7,6541372,1582,1584,2,0,2,658741392
7,6541723,1581,1584,3,0,2,658741923
7,6541732,1581,1584,3,0,2,658741932
7,6542137,1580,1584,4,0,2,658742139
7,6542173,1581,1584,3,0,2,658742193
7,6542317,1579,1584,5,0,2,658742319
7,6542371,1580,1584,4,0,2,658742391
7,6542713,1582,1584,2,0,2,658742913
7,6542731,1582,1584,2,0,2,658742931
7,6543127,1579,1584,5,0,2,658743129
7,6543172,1581,1584,3,0,2,658743192
7,6543217,1578,1584,6,0,2,658743219
7,6543271,1579,1584,5,0,2,658743291
7,6543712,1579,1584,5,0,2,658743912
7,6543721,1579,1584,5,0,2,658743921
7,6547123,1579,1584,5,0,2,658749123
7,6547132,1579,1584,5,0,2,658749132
7,6547213,1579,1584,5,0,2,658749213
7,6547231,1579,1584,5,0,2,658749231
7,6547312,1579,1584,5,0,2,658749312
7,6547321,1579,1584,5,0,2,658749321
7,6571234,1579,1584,5,0,2,658791234
7,6571243,1579,1584,5,0,2,658791243
7,6571324,1579,1584,5,0,2,658791324
7,6571342,1580,1584,4,0,2,658791342
7,6571423,1580,1584,4,0,2,658791423
7,6571432,1579,1584,5,0,2,658791432
7,6572134,1579,1584,5,0,2,658792134
7,6572143,1579,1584,6,0,3,879214365
7,6572314,1580,1584,4,0,2,658792314
7,6572341,1579,1584,5,0,2,658792341
7,6572413,1580,1584,4,0,2,658792413
7,6572431,1580,1584,4,0,2,658792431
7,6573124,1580,1584,4,0,2,658793124
7,6573142,1580,1584,4,0,2,658793142
7,6573214,1579,1584,5,0,2,658793214
7,6573241,1580,1584,4,0,2,658793241
7,6573412,1579,1584,6,0,3,879563412
7,6573421,1579,1584,5,0,2,658793421
7,6574123,1579,1584,5,0,2,658794123
7,6574132,1580,1584,4,0,2,658794132
7,6574213,1580,1584,4,0,2,658794213
7,6574231,1579,1584,5,0,2,658794231
7,6574312,1579,1584,5,0,2,658794312
7,6574321,1579,1584,5,0,2,658794321
7,6712345,1578,1584,6,0,2,681923457
7,6712354,1579,1584,5,0,2,891235476
7,6712435,1579,1584,5,0,2,891243657
7,6712453,1580,1584,4,0,2,891246375
7,6712534,1580,1584,4,0,2,891253746
7,6712543,1579,1584,5,0,2,891254763
7,6713245,1579,1584,5,0,2,891325467
7,6713254,1579,1584,6,0,3,891325476
7,6713425,1581,1584,3,0,2,891352647
7,6713452,1580,1584,4,0,2,891356274
7,6713524,1581,1584,3,0,2,891352746
7,6713542,1581,1584,3,0,2,891354762
7,6714235,1581,1584,3,0,2,891426357
7,6714253,1581,1584,3,0,2,891426375
7,6714325,1579,1584,5,0,2,891436527
7,6714352,1581,1584,3,0,2,891436572
7,6714523,1580,1584,5,0,3,891674523
7,6714532,1580,1584,4,0,2,891463752
7,6715234,1580,1584,4,0,2,891527346
7,6715243,1581,1584,3,0,2,891724365
7,6715324,1581,1584,3,0,2,891732546
7,6715342,1580,1584,4,0,2,891537462
