a,pattern,containing_hosts,component_total,component_pairs_tested,separation_failures,max_beta0,first_max_witness
7,2537641,1582,1584,2,0,2,253769841
7,2541367,1582,1584,2,0,2,254138967
7,2541376,1582,1584,2,0,2,254137698
7,2541637,1583,1584,1,0,2,254761839
7,2541673,1582,1584,2,0,2,254189673
7,2541736,1583,1584,1,0,2,254761938
7,2541763,1582,1584,2,0,2,254176983
7,2543167,1580,1584,4,0,2,254318967
7,2543176,1580,1584,4,0,2,254317698
7,2543617,1580,1584,4,0,2,254763819
7,2543671,1579,1584,5,0,2,254389671
7,2543716,1581,1584,3,0,2,254763918
7,2543761,1579,1584,5,0,2,254376981
7,2546137,1582,1584,2,0,2,254768139
7,2546173,1582,1584,2,0,2,254768193
7,2546317,1582,1584,2,0,2,254768319
7,2546371,1582,1584,2,0,2,254768391
7,2546713,1581,1584,3,0,2,254768913
7,2546731,1581,1584,3,0,2,254768931
7,2547136,1583,1584,1,0,2,254769138
7,2547163,1583,1584,1,0,2,254769183
7,2547316,1583,1584,1,0,2,254769318
7,2547361,1582,1584,2,0,2,254769381
7,2547613,1581,1584,4,0,3,254769813
7,2547631,1581,1584,4,0,3,254769831
7,2561347,1582,1584,2,0,2,278156349
7,2561374,1583,1584,1,0,2,278561394
7,2561437,1582,1584,2,0,2,278143659
7,2561473,1583,1584,1,0,2,278561493
7,2561734,1582,1584,2,0,2,278195634
7,2561743,1582,1584,2,0,2,278194365
7,2563147,1583,1584,1,0,2,278563149
7,2563174,1583,1584,1,0,2,278563194
7,2563417,1581,1584,4,0,3,278563419
7,2563471,1581,1584,4,0,3,278563491
7,2563714,1583,1584,1,0,2,278563914
7,2563741,1582,1584,2,0,2,257384961
7,2564137,1582,1584,2,0,2,257486139
7,2564173,1582,1584,2,0,2,257486193
7,2564317,1581,1584,3,0,2,257486319
7,2564371,1581,1584,3,0,2,257486391
7,2564713,1582,1584,2,0,2,257486913
7,2564731,1582,1584,2,0,2,257486931
7,2567134,1581,1584,3,0,2,258967134
7,2567143,1581,1584,3,0,2,258967143
7,2567314,1582,1584,2,0,2,258967314
7,2567341,1580,1584,4,0,2,257839461
7,2567413,1581,1584,3,0,2,257849613
7,2567431,1580,1584,4,0,2,257849631
7,2571346,1583,1584,1,0,2,279156348
7,2571364,1584,1584,0,0,1,124793586
7,2571436,1583,1584,1,0,2,279143658
7,2571463,1584,1584,0,0,1,124793685
7,2571634,1583,1584,1,0,2,279185634
7,2571643,1583,1584,1,0,2,279184365
7,2573146,1584,1584,0,0,1,124795368
7,2573164,1584,1584,0,0,1,124795386
7,2573416,1583,1584,1,0,2,279563418
7,2573461,1582,1584,2,0,2,257394681
7,2573614,1584,1584,0,0,1,124795836
7,2573641,1583,1584,1,0,2,279583641
7,2574136,1584,1584,0,0,1,124796358
7,2574163,1584,1584,0,0,1,124796385
7,2574316,1583,1584,1,0,2,279436518
7,2574361,1583,1584,1,0,2,279436581
7,2574613,1582,1584,2,0,2,257496813
7,2574631,1582,1584,2,0,2,257496831
7,2576134,1581,1584,3,0,2,257698134
7,2576143,1581,1584,3,0,2,257698143
7,2576314,1582,1584,2,0,2,257698314
7,2576341,1581,1584,3,0,2,257698341
7,2576413,1582,1584,2,0,2,257698413
7,2576431,1581,1584,3,0,2,257698431
7,2613457,1582,1584,2,0,2,281367459
7,2613475,1583,1584,1,0,2,281563497
7,2613547,1582,1584,2,0,2,281354769
7,2613574,1584,1584,0,0,1,124835796
7,2613745,1583,1584,1,0,2,281396745
7,2613754,1583,1584,1,0,2,281395476
7,2614357,1582,1584,2,0,2,281436579
7,2614375,1583,1584,1,0,2,281436597
7,2614537,1582,1584,2,0,2,281463759
7,2614573,1583,1584,1,0,2,281674593
7,2614735,1584,1584,0,0,1,124836957
7,2614753,1584,1584,0,0,1,124836975
7,2615347,1582,1584,2,0,2,281537469
7,2615374,1584,1584,0,0,1,124837596
7,2615437,1581,1584,3,0,2,281547639
7,2615473,1583,1584,1,0,2,281547693
7,2615734,1583,1584,1,0,2,281795634
7,2615743,1583,1584,1,0,2,281794365
7,2617345,1582,1584,2,0,2,281936745
7,2617354,1582,1584,2,0,2,281935476
7,2617435,1582,1584,2,0,2,281943657
7,2617453,1582,1584,2,0,2,281946375
7,2617534,1582,1584,2,0,2,281953746
7,2617543,1582,1584,2,0,2,281954763
7,2631457,1583,1584,1,0,2,283167459
7,2631475,1584,1584,0,0,1,124853697
7,2631547,1583,1584,1,0,2,283154769
7,2631574,1584,1584,0,0,1,124853796
7,2631745,1583,1584,1,0,2,283196745
7,2631754,1583,1584,1,0,2,283195476
7,2634157,1583,1584,1,0,2,285634179
7,2634175,1583,1584,1,0,2,285634197
7,2634517,1581,1584,3,0,2,263845719
7,2634571,1581,1584,3,0,2,263845791
7,2634715,1583,1584,1,0,2,285634917
7,2634751,1583,1584,1,0,2,285634971
7,2635147,1584,1584,0,0,1,124857369
7,2635174,1584,1584,0,0,1,124857396
7,2635417,1582,1584,2,0,2,283547619
7,2635471,1582,1584,2,0,2,283547691
7,2635714,1584,1584,0,0,1,124857936
7,2635741,1584,1584,0,0,1,124857963
7,2637145,1583,1584,1,0,2,283916745
7,2637154,1583,1584,1,0,2,283915476
7,2637415,1584,1584,0,0,1,124859637
7,2637451,1582,1584,2,0,2,263849571
7,2637514,1584,1584,0,0,1,124859736
7,2637541,1583,1584,1,0,2,283954761
7,2641357,1584,1584,0,0,1,124863579
7,2641375,1584,1584,0,0,1,124863597
7,2641537,1584,1584,0,0,1,124863759
7,2641573,1584,1584,0,0,1,124863795
7,2641735,1584,1584,0,0,1,124863957
7,2641753,1584,1584,0,0,1,124863975
7,2643157,1583,1584,1,0,2,284365179
7,2643175,1583,1584,1,0,2,284365197
7,2643517,1582,1584,2,0,2,284365719
7,2643571,1582,1584,2,0,2,284365791
7,2643715,1583,1584,1,0,2,284365917
7,2643751,1582,1584,2,0,2,284365971
7,2645137,1582,1584,2,0,2,264857139
7,2645173,1582,1584,2,0,2,264857193
7,2645317,1581,1584,3,0,2,264857319
7,2645371,1581,1584,3,0,2,264857391
7,2645713,1582,1584,2,0,2,264857913
7,2645731,1582,1584,2,0,2,264857931
7,2647135,1584,1584,0,0,1,124869357
7,2647153,1584,1584,0,0,1,124869375
7,2647315,1584,1584,0,0,1,124869537
7,2647351,1583,1584,1,0,2,286947351
7,2647513,1582,1584,2,0,2,264859713
7,2647531,1582,1584,2,0,2,264859731
7,2651347,1582,1584,2,0,2,265871349
7,2651374,1583,1584,1,0,2,265871394
7,2651437,1582,1584,2,0,2,265871439
7,2651473,1583,1584,1,0,2,265871493
7,2651734,1582,1584,2,0,2,265871934
7,2651743,1582,1584,2,0,2,265871943
7,2653147,1583,1584,1,0,2,265873149
7,2653174,1583,1584,1,0,2,265873194
7,2653417,1581,1584,3,0,2,265873419
7,2653471,1581,1584,3,0,2,265873491
7,2653714,1583,1584,1,0,2,265873914
7,2653741,1583,1584,1,0,2,265873941
7,2654137,1582,1584,2,0,2,265874139
7,2654173,1582,1584,2,0,2,265874193
7,2654317,1580,1584,4,0,2,265874319
7,2654371,1579,1584,5,0,2,265874391
7,2654713,1581,1584,3,0,2,265874913
7,2654731,1581,1584,3,0,2,265874931
7,2657134,1581,1584,3,0,2,265879134
7,2657143,1581,1584,3,0,2,265879143
7,2657314,1582,1584,2,0,2,265879314
7,2657341,1581,1584,3,0,2,265879341
7,2657413,1582,1584,2,0,2,265879413
7,2657431,1581,1584,3,0,2,265879431
7,2671345,1581,1584,3,0,2,289136745
7,2671354,1581,1584,3,0,2,289135476
7,2671435,1581,1584,3,0,2,289143657
7,2671453,1581,1584,3,0,2,289146375
7,2671534,1581,1584,3,0,2,289153746
7,2671543,1581,1584,3,0,2,289154763
7,2673145,1582,1584,2,0,2,289316745
7,2673154,1582,1584,2,0,2,289315476
7,2673415,1582,1584,2,0,2,289563417
7,2673451,1580,1584,4,0,2,268394571
7,2673514,1583,1584,1,0,2,289673514
7,2673541,1581,1584,3,0,2,289354761
7,2674135,1583,1584,1,0,2,289674135
7,2674153,1583,1584,1,0,2,289674153
7,2674315,1582,1584,2,0,2,289436517
7,2674351,1581,1584,3,0,2,289436571
7,2674513,1581,1584,4,0,3,289674513
7,2674531,1580,1584,5,0,3,289674531
7,2675134,1581,1584,3,0,2,268597134
7,2675143,1581,1584,3,0,2,268597143
7,2675314,1582,1584,2,0,2,268597314
7,2675341,1580,1584,4,0,2,268597341
7,2675413,1581,1584,3,0,2,268597413
7,2675431,1580,1584,4,0,2,268597431
7,2713456,1581,1584,3,0,2,291347856
7,2713465,1581,1584,3,0,2,291346587
7,2713546,1581,1584,3,0,2,291354768
7,2713564,1582,1584,2,0,2,291357486
7,2713645,1582,1584,2,0,2,291364857
7,2713654,1581,1584,3,0,2,291365874
7,2714356,1581,1584,3,0,2,291436578
7,2714365,1581,1584,4,0,3,291436587
7,2714536,1582,1584,2,0,2,291463758
7,2714563,1581,1584,3,0,2,291467385
7,2714635,1582,1584,2,0,2,291463857
7,2714653,1582,1584,2,0,2,291465873
7,2715346,1582,1584,2,0,2,291537468
7,2715364,1582,1584,2,0,2,291537486
7,2715436,1581,1584,3,0,2,291547638
7,2715463,1582,1584,2,0,2,291547683
7,2715634,1581,1584,4,0,3,291785634
7,2715643,1581,1584,3,0,2,291574863
7,2716345,1581,1584,3,0,2,291638457
7,2716354,1582,1584,2,0,2,291835476
7,2716435,1582,1584,2,0,2,291843657
7,2716453,1581,1584,3,0,2,291648573
7,2716534,1581,1584,3,0,2,291658734
7,2716543,1580,1584,4,0,2,291658743
7,2731456,1582,1584,2,0,2,293147856
7,2731465,1582,1584,2,0,2,293146587
7,2731546,1582,1584,2,0,2,293154768
7,2731564,1582,1584,2,0,2,293157486
7,2731645,1582,1584,2,0,2,293164857
7,2731654,1582,1584,2,0,2,293165874
7,2734156,1582,1584,2,0,2,293417856
7,2734165,1582,1584,2,0,2,293416587
7,2734516,1582,1584,2,0,2,293674518
7,2734561,1580,1584,4,0,2,273945681
7,2734615,1583,1584,1,0,2,295634817
7,2734651,1581,1584,3,0,2,293465871
7,2735146,1584,1584,0,0,1,124957368
7,2735164,1584,1584,0,0,1,124957386
7,2735416,1582,1584,2,0,2,293547618
7,2735461,1581,1584,3,0,2,293547681
7,2735614,1583,1584,1,0,2,293785614
7,2735641,1582,1584,2,0,2,293574861
7,2736145,1583,1584,1,0,2,293816745
7,2736154,1583,1584,1,0,2,293815476
7,2736415,1584,1584,0,0,1,124958637
7,2736451,1582,1584,2,0,2,293648571
7,2736514,1583,1584,1,0,2,293658714
7,2736541,1581,1584,3,0,2,293658741
7,2741356,1583,1584,1,0,2,294137856
7,2741365,1583,1584,1,0,2,294136587
7,2741536,1584,1584,0,0,1,124963758
7,2741563,1583,1584,1,0,2,294178563
7,2741635,1584,1584,0,0,1,124963857
7,2741653,1583,1584,1,0,2,294165873
7,2743156,1582,1584,2,0,2,294317856
7,2743165,1582,1584,2,0,2,294316587
7,2743516,1582,1584,2,0,2,294365718
7,2743561,1581,1584,3,0,2,294365781
7,2743615,1583,1584,1,0,2,294365817
7,2743651,1581,1584,4,0,3,294365871
7,2745136,1583,1584,1,0,2,296745138
7,2745163,1583,1584,1,0,2,296745183
7,2745316,1582,1584,2,0,2,294637518
7,2745361,1582,1584,2,0,2,294637581
7,2745613,1581,1584,3,0,2,274956813
7,2745631,1580,1584,4,0,2,274956831
7,2746135,1584,1584,0,0,1,124968357
7,2746153,1584,1584,0,0,1,124968375
7,2746315,1584,1584,0,0,1,124968537
7,2746351,1582,1584,2,0,2,294638571
7,2746513,1582,1584,2,0,2,294658713
7,2746531,1582,1584,2,0,2,294658731
7,2751346,1583,1584,1,0,2,297156348
7,2751364,1584,1584,0,0,1,124973586
7,2751436,1583,1584,1,0,2,297143658
7,2751463,1584,1584,0,0,1,124973685
7,2751634,1583,1584,1,0,2,297185634
7,2751643,1583,1584,1,0,2,297184365
7,2753146,1584,1584,0,0,1,124975368
7,2753164,1584,1584,0,0,1,124975386
7,2753416,1582,1584,2,0,2,295374618
7,2753461,1582,1584,2,0,2,295374681
7,2753614,1584,1584,0,0,1,124975836
7,2753641,1582,1584,2,0,2,295374861
7,2754136,1583,1584,1,0,2,295476138
7,2754163,1583,1584,1,0,2,295476183
7,2754316,1582,1584,2,0,2,295476318
7,2754361,1581,1584,3,0,2,295476381
7,2754613,1582,1584,2,0,2,295476813
7,2754631,1582,1584,2,0,2,295476831
7,2756134,1581,1584,3,0,2,275968134
7,2756143,1581,1584,3,0,2,275968143
7,2756314,1582,1584,2,0,2,275968314
7,2756341,1580,1584,5,0,3,297856341
7,2756413,1581,1584,3,0,2,275968413
7,2756431,1580,1584,4,0,2,275968431
7,2761345,1581,1584,3,0,2,276981345
7,2761354,1581,1584,3,0,2,276981354
7,2761435,1581,1584,3,0,2,276981435
7,2761453,1581,1584,3,0,2,276981453
7,2761534,1581,1584,3,0,2,276981534
7,2761543,1581,1584,3,0,2,276981543
7,2763145,1582,1584,2,0,2,276983145
7,2763154,1582,1584,2,0,2,276983154
7,2763415,1582,1584,2,0,2,276983415
7,2763451,1580,1584,4,0,2,276983451
7,2763514,1583,1584,1,0,2,276983514
7,2763541,1581,1584,3,0,2,276983541
7,2764135,1583,1584,1,0,2,276984135
7,2764153,1583,1584,1,0,2,276984153
7,2764315,1582,1584,2,0,2,276984315
7,2764351,1581,1584,3,0,2,276984351
7,2764513,1581,1584,3,0,2,276984513
7,2764531,1580,1584,4,0,2,276984531
7,2765134,1581,1584,3,0,2,276985134
7,2765143,1581,1584,3,0,2,276985143
7,2765314,1582,1584,2,0,2,276985314
7,2765341,1580,1584,4,0,2,276985341
7,2765413,1581,1584,3,0,2,276985413
7,2765431,1579,1584,5,0,2,276985431
7,3124567,1579,1584,5,0,2,312458967
7,3124576,1579,1584,5,0,2,312457698
7,3124657,1579,1584,5,0,2,312465879
7,3124675,1580,1584,4,0,2,312468597
7,3124756,1580,1584,4,0,2,312475968
7,3124765,1579,1584,5,0,2,312476985
7,3125467,1579,1584,5,0,2,312547689
7,3125476,1579,1584,6,0,3,312547698
7,3125647,1580,1584,4,0,2,312574869
7,3125674,1579,1584,5,0,2,312578496
7,3125746,1580,1584,4,0,2,312574968
7,3125764,1580,1584,4,0,2,312576984
7,3126457,1580,1584,4,0,2,312648579
7,3126475,1580,1584,4,0,2,312648597
7,3126547,1579,1584,5,0,2,312658749
7,3126574,1580,1584,4,0,2,312658794
7,3126745,1579,1584,6,0,3,312896745
7,3126754,1579,1584,5,0,2,312685974
7,3127456,1579,1584,5,0,2,312749568
7,3127465,1580,1584,4,0,2,312946587
7,3127546,1580,1584,4,0,2,312954768
7,3127564,1579,1584,5,0,2,312759684
7,3127645,1579,1584,5,0,2,312769845
7,3127654,1579,1584,5,0,2,312769854
7,3142567,1580,1584,4,0,2,314258967
7,3142576,1580,1584,4,0,2,314257698
7,3142657,1580,1584,4,0,2,314265879
7,3142675,1580,1584,4,0,2,314268597
7,3142756,1580,1584,4,0,2,314275968
7,3142765,1580,1584,4,0,2,314276985
7,3145267,1582,1584,2,0,2,314528967
7,3145276,1582,1584,2,0,2,314527698
7,3145627,1582,1584,2,0,2,314785629
7,3145672,1581,1584,3,0,2,314589672
7,3145726,1583,1584,1,0,2,316745928
7,3145762,1581,1584,3,0,2,314576982
7,3146257,1584,1584,0,0,1,125368479
7,3146275,1584,1584,0,0,1,125368497
7,3146527,1582,1584,2,0,2,314658729
7,3146572,1581,1584,3,0,2,314658792
7,3146725,1583,1584,1,0,2,314896725
7,3146752,1582,1584,2,0,2,314685972
7,3147256,1583,1584,1,0,2,314927856
7,3147265,1583,1584,1,0,2,314926587
7,3147526,1584,1584,0,0,1,125369748
7,3147562,1582,1584,2,0,2,314759682
7,3147625,1583,1584,1,0,2,314769825
7,3147652,1581,1584,3,0,2,314769852
7,3152467,1582,1584,2,0,2,315248967
7,3152476,1582,1584,2,0,2,315247698
7,3152647,1583,1584,1,0,2,315274869
7,3152674,1583,1584,1,0,2,315289674
7,3152746,1583,1584,1,0,2,315274968
7,3152764,1583,1584,1,0,2,315276984
7,3154267,1581,1584,3,0,2,315428967
7,3154276,1581,1584,3,0,2,315427698
7,3154627,1582,1584,2,0,2,315476829
7,3154672,1581,1584,3,0,2,315476892
7,3154726,1583,1584,1,0,2,315476928
7,3154762,1581,1584,4,0,3,315476982
7,3156247,1583,1584,1,0,2,317856249
7,3156274,1583,1584,1,0,2,317856294
7,3156427,1582,1584,2,0,2,315748629
7,3156472,1582,1584,2,0,2,315748692
7,3156724,1582,1584,2,0,2,315896724
7,3156742,1581,1584,3,0,2,315784962
7,3157246,1584,1584,0,0,1,125379468
7,3157264,1584,1584,0,0,1,125379486
7,3157426,1584,1584,0,0,1,125379648
7,3157462,1582,1584,2,0,2,315749682
7,3157624,1582,1584,2,0,2,315769824
7,3157642,1582,1584,2,0,2,315769842
7,3162457,1583,1584,1,0,2,318267459
7,3162475,1584,1584,0,0,1,125384697
7,3162547,1583,1584,1,0,2,318254769
7,3162574,1584,1584,0,0,1,125384796
7,3162745,1583,1584,1,0,2,318296745
7,3162754,1583,1584,1,0,2,318295476
7,3164257,1584,1584,0,0,1,125386479
7,3164275,1584,1584,0,0,1,125386497
7,3164527,1582,1584,2,0,2,316485729
7,3164572,1582,1584,2,0,2,316485792
7,3164725,1584,1584,0,0,1,125386947
7,3164752,1582,1584,2,0,2,316485972
7,3165247,1583,1584,1,0,2,316587249
7,3165274,1583,1584,1,0,2,316587294
7,3165427,1581,1584,3,0,2,316587429
7,3165472,1581,1584,3,0,2,316587492
7,3165724,1582,1584,2,0,2,316587924
7,3165742,1582,1584,2,0,2,316587942
7,3167245,1582,1584,2,0,2,318926745
7,3167254,1582,1584,2,0,2,318925476
7,3167425,1583,1584,1,0,2,318967425
7,3167452,1581,1584,4,0,3,318967452
7,3167524,1582,1584,2,0,2,316859724
7,3167542,1581,1584,3,0,2,316859742
7,3172456,1582,1584,2,0,2,319247856
7,3172465,1582,1584,2,0,2,319246587
7,3172546,1582,1584,2,0,2,319254768
7,3172564,1582,1584,2,0,2,319257486
7,3172645,1582,1584,2,0,2,319264857
7,3172654,1582,1584,2,0,2,319265874
7,3174256,1583,1584,1,0,2,319427856
7,3174265,1583,1584,1,0,2,319426587
7,3174526,1583,1584,1,0,2,319674528
7,3174562,1581,1584,3,0,2,317495682
7,3174625,1584,1584,0,0,1,125396847
7,3174652,1582,1584,2,0,2,319465872
7,3175246,1584,1584,0,0,1,125397468
7,3175264,1584,1584,0,0,1,125397486
7,3175426,1583,1584,1,0,2,319547628
7,3175462,1582,1584,2,0,2,319547682
7,3175624,1582,1584,2,0,2,317596824
7,3175642,1581,1584,3,0,2,317596842
7,3176245,1582,1584,2,0,2,317698245
7,3176254,1582,1584,2,0,2,317698254
7,3176425,1583,1584,1,0,2,317698425
7,3176452,1581,1584,3,0,2,317698452
7,3176524,1582,1584,2,0,2,317698524
7,3176542,1580,1584,4,0,2,317698542
7,3214567,1578,1584,6,0,2,321458967
7,3214576,1578,1584,6,0,2,321457698
7,3214657,1578,1584,6,0,2,321465879
7,3214675,1579,1584,5,0,2,321468597
7,3214756,1579,1584,5,0,2,321475968
7,3214765,1578,1584,6,0,2,321476985
7,3215467,1578,1584,6,0,2,321547689
7,3215476,1578,1584,7,0,3,321547698
7,3215647,1580,1584,4,0,2,321574869
7,3215674,1579,1584,5,0,2,321578496
7,3215746,1580,1584,4,0,2,321574968
7,3215764,1580,1584,4,0,2,321576984
7,3216457,1580,1584,4,0,2,321648579
7,3216475,1580,1584,4,0,2,321648597
7,3216547,1578,1584,6,0,2,321658749
7,3216574,1580,1584,4,0,2,321658794
7,3216745,1579,1584,6,0,3,321896745
7,3216754,1579,1584,5,0,2,321685974
7,3217456,1579,1584,5,0,2,321749568
7,3217465,1580,1584,4,0,2,321946587
7,3217546,1580,1584,4,0,2,321954768
7,3217564,1579,1584,5,0,2,321759684
7,3217645,1579,1584,5,0,2,321769845
7,3217654,1578,1584,6,0,2,321769854
7,3241567,1580,1584,4,0,2,324158967
7,3241576,1580,1584,4,0,2,324157698
7,3241657,1580,1584,4,0,2,324165879
7,3241675,1580,1584,4,0,2,324168597
7,3241756,1580,1584,4,0,2,324175968
7,3241765,1580,1584,4,0,2,324176985
7,3245167,1580,1584,4,0,2,324518967
7,3245176,1580,1584,4,0,2,324517698
7,3245617,1580,1584,4,0,2,324785619
7,3245671,1579,1584,5,0,2,324589671
7,3245716,1581,1584,3,0,2,325467918
7,3245761,1579,1584,5,0,2,324576981
7,3246157,1582,1584,2,0,2,325468179
7,3246175,1582,1584,2,0,2,325468197
7,3246517,1580,1584,4,0,2,324658719
7,3246571,1579,1584,5,0,2,324658791
7,3246715,1581,1584,3,0,2,324896715
7,3246751,1580,1584,4,0,2,324685971
7,3247156,1581,1584,3,0,2,324917856
7,3247165,1581,1584,3,0,2,324916587
7,3247516,1582,1584,2,0,2,325469718
7,3247561,1580,1584,4,0,2,324759681
7,3247615,1581,1584,3,0,2,324769815
7,3247651,1579,1584,5,0,2,324769851
7,3251467,1581,1584,3,0,2,325148967
7,3251476,1581,1584,3,0,2,325147698
7,3251647,1583,1584,1,0,2,325471869
7,3251674,1582,1584,2,0,2,325189674
7,3251746,1583,1584,1,0,2,325471968
7,3251764,1582,1584,2,0,2,325176984
7,3254167,1580,1584,5,0,3,325476189
7,3254176,1580,1584,5,0,3,325476198
7,3254617,1580,1584,5,0,3,325476819
7,3254671,1579,1584,6,0,3,325476891
7,3254716,1581,1584,4,0,3,325476918
7,3254761,1579,1584,8,0,4,325476981
7,3256147,1582,1584,2,0,2,325478169
7,3256174,1582,1584,2,0,2,325478196
7,3256417,1581,1584,3,0,2,325478619
7,3256471,1581,1584,3,0,2,325478691
7,3256714,1581,1584,3,0,2,325478916
7,3256741,1580,1584,4,0,2,325478961
7,3257146,1583,1584,1,0,2,325479168
7,3257164,1583,1584,1,0,2,325479186
7,3257416,1583,1584,1,0,2,325479618
7,3257461,1581,1584,3,0,2,325479681
7,3257614,1581,1584,3,0,2,325479816
7,3257641,1581,1584,3,0,2,325479861
7,3261457,1582,1584,2,0,2,325481679
7,3261475,1583,1584,1,0,2,325481697
7,3261547,1581,1584,3,0,2,325481769
7,3261574,1583,1584,1,0,2,325481796
7,3261745,1582,1584,2,0,2,325481967
7,3261754,1582,1584,2,0,2,325481976
7,3264157,1583,1584,1,0,2,325486179
7,3264175,1583,1584,1,0,2,325486197
7,3264517,1581,1584,3,0,2,325486719
7,3264571,1581,1584,3,0,2,325486791
7,3264715,1583,1584,1,0,2,325486917
7,3264751,1581,1584,3,0,2,325486971
7,3265147,1582,1584,2,0,2,325487169
7,3265174,1582,1584,2,0,2,325487196
7,3265417,1580,1584,4,0,2,325487619
7,3265471,1579,1584,5,0,2,325487691
7,3265714,1581,1584,3,0,2,325487916
7,3265741,1581,1584,3,0,2,325487961
7,3267145,1581,1584,3,0,2,325489167
7,3267154,1581,1584,3,0,2,325489176
7,3267415,1582,1584,2,0,2,325489617
7,3267451,1580,1584,5,0,3,328967451
7,3267514,1581,1584,3,0,2,325489716
7,3267541,1580,1584,4,0,2,325489761
7,3271456,1581,1584,3,0,2,325491678
7,3271465,1581,1584,3,0,2,325491687
7,3271546,1581,1584,3,0,2,325491768
7,3271564,1581,1584,3,0,2,325491786
7,3271645,1581,1584,3,0,2,325491867
7,3271654,1580,1584,4,0,2,325491876
7,3274156,1582,1584,2,0,2,325496178
7,3274165,1582,1584,2,0,2,325496187
7,3274516,1582,1584,2,0,2,325496718
7,3274561,1580,1584,4,0,2,325496781
7,3274615,1583,1584,1,0,2,325496817
7,3274651,1581,1584,3,0,2,325496871
7,3275146,1583,1584,1,0,2,325497168
7,3275164,1583,1584,1,0,2,325497186
7,3275416,1582,1584,2,0,2,325497618
7,3275461,1581,1584,3,0,2,325497681
7,3275614,1581,1584,3,0,2,325497816
7,3275641,1580,1584,4,0,2,325497861
7,3276145,1581,1584,3,0,2,325498167
7,3276154,1581,1584,3,0,2,325498176
7,3276415,1582,1584,2,0,2,325498617
7,3276451,1580,1584,4,0,2,325498671
7,3276514,1581,1584,3,0,2,325498716
7,3276541,1579,1584,5,0,2,325498761
7,3412567,1579,1584,6,0,3,563412789
7,3412576,1579,1584,6,0,3,563412798
7,3412657,1579,1584,6,0,3,563412879
7,3412675,1579,1584,6,0,3,563412897
7,3412756,1579,1584,6,0,3,563412978
7,3412765,1579,1584,6,0,3,563412987
7,3415267,1581,1584,3,0,2,341528967
7,3415276,1581,1584,3,0,2,341527698
7,3415627,1582,1584,2,0,2,341785629
7,3415672,1581,1584,3,0,2,341589672
7,3415726,1583,1584,1,0,2,563417928
7,3415762,1581,1584,3,0,2,341576982
7,3416257,1583,1584,1,0,2,563418279
7,3416275,1583,1584,1,0,2,563418297
7,3416527,1582,1584,2,0,2,341658729
7,3416572,1581,1584,3,0,2,341658792
7,3416725,1582,1584,2,0,2,341896725
7,3416752,1581,1584,3,0,2,341685972
7,3417256,1582,1584,2,0,2,341927856
7,3417265,1582,1584,2,0,2,341926587
7,3417526,1583,1584,1,0,2,563419728
7,3417562,1581,1584,3,0,2,341759682
7,3417625,1582,1584,2,0,2,341769825
7,3417652,1581,1584,3,0,2,341769852
7,3421567,1579,1584,5,0,2,342158967
7,3421576,1579,1584,5,0,2,342157698
7,3421657,1579,1584,5,0,2,342165879
7,3421675,1579,1584,5,0,2,342168597
7,3421756,1579,1584,5,0,2,342175968
7,3421765,1579,1584,5,0,2,342176985
7,3425167,1581,1584,3,0,2,342518967
7,3425176,1581,1584,3,0,2,342517698
7,3425617,1581,1584,3,0,2,342785619
7,3425671,1580,1584,4,0,2,342589671
7,3425716,1582,1584,2,0,2,352647918
7,3425761,1580,1584,4,0,2,342576981
7,3426157,1582,1584,2,0,2,352648179
7,3426175,1582,1584,2,0,2,352648197
7,3426517,1581,1584,3,0,2,342658719
7,3426571,1580,1584,4,0,2,342658791
7,3426715,1581,1584,3,0,2,342896715
7,3426751,1580,1584,4,0,2,342685971
7,3427156,1581,1584,3,0,2,342917856
7,3427165,1581,1584,3,0,2,342916587
7,3427516,1582,1584,2,0,2,352649718
7,3427561,1580,1584,4,0,2,342759681
7,3427615,1581,1584,3,0,2,342769815
7,3427651,1580,1584,4,0,2,342769851
7,3451267,1579,1584,5,0,2,345128967
7,3451276,1579,1584,5,0,2,345127698
7,3451627,1581,1584,3,0,2,356172849
7,3451672,1581,1584,3,0,2,345189672
7,3451726,1582,1584,2,0,2,367451928
7,3451762,1581,1584,3,0,2,345176982
7,3452167,1579,1584,5,0,2,345218967
7,3452176,1579,1584,5,0,2,345217698
7,3452617,1581,1584,3,0,2,356274819
7,3452671,1580,1584,4,0,2,345289671
7,3452716,1581,1584,3,0,2,356274918
7,3452761,1580,1584,4,0,2,345276981
7,3456127,1579,1584,5,0,2,347856129
7,3456172,1580,1584,4,0,2,347856192
7,3456217,1579,1584,5,0,2,347856219
